make,model,year,complaintCount,riskFactor
Volkswagen,Tiguan,2014,119,0.95
Volkswagen,Tiguan,2015,103,0.95
Volkswagen,Tiguan,2016,127,0.95
Volkswagen,Tiguan,2017,82,0.95
Volkswagen,Tiguan,2018,401,1.05
Volkswagen,Tiguan,2019,217,1.0
Volkswagen,Tiguan,2020,159,1.0
Volkswagen,Tiguan,2021,96,0.95
Volkswagen,Tiguan,2022,253,1.0
Volkswagen,Tiguan,2023,44,0.9
Volkswagen,Tiguan,2024,9,0.9
Volvo,S60,2011,5,0.9
Volvo,S60,2012,160,1.0
Volvo,S60,2013,100,0.95
Volvo,S60,2014,32,0.9
Volvo,S60,2015,77,0.95
Volvo,S60,2016,34,0.9
Volvo,S60,2017,15,0.9
Volvo,S60,2018,2,0.9
Volvo,S60,2019,28,0.9
Volvo,S60,2020,15,0.9
Volvo,S60,2021,5,0.9
Volvo,S60,2022,24,0.9
Volvo,S60,2023,1,0.9
Volvo,S60,2024,9,0.9
Volvo,XC60,2010,76,0.95
Volvo,XC60,2011,50,0.9
Volvo,XC60,2012,55,0.95
Volvo,XC60,2013,75,0.95
Volvo,XC60,2014,23,0.9
Volvo,XC60,2015,58,0.95
Volvo,XC60,2016,32,0.9
Volvo,XC60,2017,21,0.9
Volvo,XC60,2018,48,0.9
Volvo,XC60,2019,47,0.9
Volvo,XC60,2020,23,0.9
Volvo,XC60,2021,55,0.95
Volvo,XC60,2022,85,0.95
Volvo,XC60,2023,44,0.9
Volvo,XC60,2024,9,0.9
Volvo,XC90,2010,16,0.9
Volvo,XC90,2011,29,0.9
Volvo,XC90,2012,6,0.9
Volvo,XC90,2013,13,0.9
Volvo,XC90,2014,7,0.9
Volvo,XC90,2016,277,1.0
Volvo,XC90,2017,79,0.95
Volvo,XC90,2018,40,0.9
Volvo,XC90,2019,27,0.9
Volvo,XC90,2020,19,0.9
Volvo,XC90,2021,23,0.9
Volvo,XC90,2022,36,0.9
Volvo,XC90,2023,36,0.9
Volvo,XC90,2024,16,0.9
